,0,1,2,3,4
0,2.3978193243562838,2.5189504355322097,2.550874365862581,2.526837145910474,2.464646499837026
1,1.0597017303230376,2.429642226228017,1.14248552237117,1.118163980860724,1.0857000724830845
2,2.355177846797196,1.7469766565379354,1.9086309573662892,1.3681775368914013,1.910818441823222
3,2.1147971018686116,1.7532037677292343,1.712462764545899,1.3759264263387896,2.3537995976199775
4,2.1698236523192036,1.8406694993602197,1.8736220518528353,1.5114507591881006,3.0873680551910168
5,2.6874527483789588,2.3330680228793765,2.4282114930687753,1.9024810494082032,4.137512970689037
6,2.5178725240662283,2.0028189722924217,2.1034687107924714,1.7118740149824125,3.2967956737018054
7,2.0893430722534565,1.4741389527103705,1.576426699014348,1.3638974818011218,2.3010649012064084
8,2.0158356198925715,1.4395246019910064,1.4499120529189613,1.3039922907011903,1.9101408824070019
9,2.0028218328227805,1.4451103470070041,1.3671801413655869,1.2790316754179931,1.5633261335748774
10,1.9858292169933207,1.3852851984991033,1.331581792698738,1.2501251792013643,1.471820597354965
11,2.5893534382961745,2.246091654714977,1.8425063519758522,1.7230910338218124,1.7962141422449753
12,2.5086685885374638,1.9984498730887534,1.7378098704807103,1.6368645116607965,1.7771059209906446
13,4.42212451618753,3.378331926595785,3.0603688055725917,2.8882163859524894,3.099244469200974
14,5.5481026609346005,4.118287422738464,3.8398000289042145,3.622186384306548,3.9114609145217245
15,6.7825850665279415,5.0759172560126515,4.759646632297814,4.472585680793933,4.76850945693923
16,6.329417907670718,4.445383633874177,4.327191437483531,4.098696715128904,4.49681081025598
17,8.172202026199669,5.787978561370014,5.694045063385947,5.361545586869747,5.782950669773075
18,11.081451516306453,6.202907087988369,7.264054770410165,6.975041600527417,8.024675913874617
19,13.952519977470391,7.692527050397273,9.254806208719765,8.857954452910157,9.983277162847463
20,15.055949783143033,8.673021668869458,10.222221926253841,9.714058788431064,10.627251698902757
21,15.71469219522976,9.284548103482075,10.829502677905493,10.244622052132595,10.994841195910606
22,18.129777956859584,12.705596725631331,13.747131378695087,12.643480128020478,11.94504775397944
23,17.490775776252086,12.555755033889298,13.331041312759874,12.242693209221452,11.487450454412286
24,22.40443096426384,14.353754141441662,16.9754303398124,15.616800691974978,14.745354290680336
25,28.363976407424403,16.433253102265162,21.602993611417766,19.845796660136028,18.562236992790275
26,35.61161132746261,18.62399667628008,27.412049906833758,25.107604983385812,23.08494728115562
27,38.647275683141046,18.88236445637433,29.369768357122375,27.002422201547436,25.225723558537048
28,47.92248652793146,21.085360577605677,37.034350549929584,33.8872756908918,30.84689212366173
29,55.37444132289168,22.394245226503287,43.132137428200956,39.37965500103429,35.37355514683288
30,66.0041701095439,23.713223276069545,51.616237195732616,47.077262015712485,41.89780088354335
31,73.07998424753934,24.61789661789584,57.65373852028202,52.452131876553246,46.02962539340775
32,89.41730520210736,26.081287619519866,71.29803194804661,64.67370072080388,55.64376969644702
33,97.86628740948755,26.68889506414149,78.47350075887032,71.07098944627997,60.5228535005019
34,109.95356341566956,27.422051247740033,88.83212566427702,80.28313267324627,67.41991030642595
35,118.2168936635616,27.857720412711114,96.00721081688346,86.64048114192549,72.06818156788472
36,129.40996539780159,28.369597895361544,105.82400497473571,95.31435333933341,78.28629149662007
37,145.07546274114637,28.979171446090298,119.78825981609576,107.596282012514,86.83406295209434
38,159.4642461600182,29.45017940503203,132.85630613426454,119.02911680763229,94.52692646122694
39,160.46103862961002,29.479085345753028,133.77499541347808,119.82947506360276,95.05159260425361
40,170.56711207461646,29.767087118925716,143.10536128474678,127.95407887855038,100.36072557691097
41,189.30109005789748,30.231874335700013,160.71381307209853,143.2081335937996,110.01942304661641
